This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito"
Session type,Lap timing
Track name,"Novo circuito"
Driver name,
Export scope,Session start
Created,22/02/2026,20:10
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771791070.490,0,1,,-272.532,145.185,314.286,17.084,162.504,295.100,1.0,22.100,40.3991496,-8.1841997,13,1,3.500,17.084,0.028,0.052,20.0
1771791070.540,0,1,,-273.365,145.407,315.148,17.125,162.484,295.100,1.0,22.150,40.3991516,-8.1842095,13,1,3.500,17.125,0.032,0.055,20.0
1771791070.590,0,1,,-274.197,145.629,316.009,17.166,162.464,295.100,1.0,22.200,40.3991536,-8.1842194,13,1,3.500,17.166,0.035,0.058,20.0
1771791070.640,0,1,,-275.030,145.852,316.871,17.208,162.444,295.100,1.0,22.250,40.3991556,-8.1842292,13,1,3.500,17.208,0.037,0.061,20.0
1771791070.690,0,1,,-275.863,146.074,317.733,17.249,162.424,295.100,1.0,22.300,40.3991576,-8.1842390,13,1,3.500,17.249,0.040,0.064,20.0
1771791070.740,0,1,,-276.695,146.297,318.595,17.290,162.404,295.100,1.0,22.350,40.3991596,-8.1842489,13,1,3.500,17.290,0.042,0.067,20.0
1771791070.790,0,1,,-277.528,146.519,319.457,17.332,162.384,295.100,1.0,22.400,40.3991616,-8.1842587,13,1,3.500,17.332,0.044,0.069,20.0
1771791070.840,0,1,,-278.361,146.741,320.319,17.373,162.364,295.100,1.0,22.450,40.3991636,-8.1842685,13,1,3.500,17.373,0.045,0.072,20.0
1771791070.890,0,1,,-279.194,146.964,321.181,17.414,162.344,295.100,1.0,22.500,40.3991656,-8.1842784,13,1,3.500,17.414,0.046,0.074,20.0
1771791070.940,0,1,,-280.026,147.186,322.043,17.455,162.324,295.100,1.0,22.550,40.3991676,-8.1842882,13,1,3.500,17.455,0.045,0.076,20.0
1771791070.990,0,1,,-280.859,147.409,322.905,17.497,162.304,295.100,1.0,22.600,40.3991696,-8.1842980,13,1,3.500,17.497,0.043,0.078,20.0
1771791071.000,0,1,,-281.025,147.453,323.077,17.505,162.300,293.120,1.0,22.610,40.3991700,-8.1843000,13,1,3.500,17.504,0.043,0.078,20.0
1771791071.040,0,1,,-281.596,147.757,323.723,17.534,162.304,293.120,1.0,22.650,40.3991727,-8.1843067,13,1,3.496,17.534,0.041,0.079,20.0
1771791071.090,0,1,,-282.308,148.137,324.531,17.570,162.309,293.120,1.0,22.700,40.3991762,-8.1843152,13,1,3.491,17.570,0.037,0.080,20.0
1771791071.140,0,1,,-283.021,148.517,325.338,17.606,162.314,293.120,1.0,22.750,40.3991796,-8.1843236,13,1,3.486,17.606,0.033,0.080,20.0
1771791071.190,0,1,,-283.734,148.897,326.146,17.641,162.319,293.120,1.0,22.800,40.3991830,-8.1843320,13,1,3.481,17.641,0.027,0.081,20.0
1771791071.240,0,1,,-284.447,149.277,326.954,17.677,162.324,293.120,1.0,22.850,40.3991864,-8.1843404,13,1,3.476,17.677,0.021,0.081,20.0
1771791071.290,0,1,,-285.159,149.657,327.761,17.713,162.329,293.120,1.0,22.900,40.3991898,-8.1843488,13,1,3.471,17.713,0.015,0.080,20.0
1771791071.340,0,1,,-285.872,150.036,328.569,17.749,162.334,293.120,1.0,22.950,40.3991932,-8.1843572,13,1,3.466,17.749,0.008,0.080,20.0
1771791071.390,0,1,,-286.585,150.416,329.377,17.785,162.339,293.120,1.0,23.000,40.3991967,-8.1843657,13,1,3.461,17.785,0.000,0.080,20.0
1771791071.440,0,1,,-287.297,150.796,330.184,17.821,162.344,293.120,1.0,23.050,40.3992001,-8.1843741,13,1,3.456,17.821,-0.007,0.079,20.0
1771791071.490,0,1,,-288.010,151.176,330.992,17.857,162.349,293.120,1.0,23.100,40.3992035,-8.1843825,13,1,3.451,17.857,-0.015,0.079,20.0
1771791071.540,0,1,,-288.723,151.556,331.800,17.893,162.354,293.120,1.0,23.150,40.3992069,-8.1843909,14,1,3.446,17.893,-0.022,0.078,20.0
1771791071.590,0,1,,-289.436,151.936,332.607,17.929,162.359,293.120,1.0,23.200,40.3992103,-8.1843993,14,1,3.441,17.929,-0.030,0.078,20.0
1771791071.640,0,1,,-290.148,152.316,333.415,17.965,162.364,293.120,1.0,23.250,40.3992137,-8.1844077,14,1,3.436,17.965,-0.037,0.077,20.0
1771791071.690,0,1,,-290.861,152.696,334.223,18.000,162.369,293.120,1.0,23.300,40.3992172,-8.1844162,14,1,3.431,18.000,-0.044,0.077,20.0
1771791071.740,0,1,,-291.574,153.076,335.030,18.036,162.374,293.120,1.0,23.350,40.3992206,-8.1844246,14,1,3.426,18.036,-0.051,0.076,20.0
1771791071.790,0,1,,-292.287,153.456,335.838,18.072,162.379,293.120,1.0,23.400,40.3992240,-8.1844330,14,1,3.421,18.072,-0.056,0.075,20.0
1771791071.840,0,1,,-292.999,153.836,336.646,18.108,162.384,293.120,1.0,23.450,40.3992274,-8.1844414,14,1,3.416,18.108,-0.061,0.075,20.0
1771791071.890,0,1,,-293.712,154.215,337.453,18.144,162.389,293.120,1.0,23.500,40.3992308,-8.1844498,14,1,3.411,18.144,-0.065,0.074,20.0
1771791071.940,0,1,,-294.425,154.595,338.261,18.180,162.394,293.120,1.0,23.550,40.3992342,-8.1844582,14,1,3.406,18.180,-0.067,0.073,20.0
1771791071.990,0,1,,-295.137,154.975,339.068,18.216,162.399,293.120,1.0,23.600,40.3992377,-8.1844667,14,1,3.401,18.216,-0.068,0.072,20.0
1771791072.000,0,1,,-295.280,155.051,339.230,18.223,162.400,296.030,1.0,23.610,40.3992383,-8.1844683,14,1,3.400,18.221,-0.068,0.072,20.0
1771791072.040,0,1,,-295.969,155.266,339.951,18.241,162.392,296.030,1.0,23.650,40.3992403,-8.1844765,14,1,3.400,18.241,-0.068,0.071,20.0
1771791072.090,0,1,,-296.830,155.535,340.853,18.263,162.382,296.030,1.0,23.700,40.3992427,-8.1844866,14,1,3.400,18.263,-0.066,0.070,20.0
1771791072.140,0,1,,-297.691,155.804,341.755,18.285,162.372,296.030,1.0,23.750,40.3992451,-8.1844968,14,1,3.400,18.285,-0.063,0.069,20.0
1771791072.190,0,1,,-298.551,156.072,342.657,18.308,162.362,296.030,1.0,23.800,40.3992475,-8.1845070,14,1,3.400,18.308,-0.059,0.068,20.0
1771791072.240,0,1,,-299.412,156.341,343.559,18.330,162.352,296.030,1.0,23.850,40.3992499,-8.1845171,14,1,3.400,18.330,-0.054,0.066,20.0
1771791072.290,0,1,,-300.273,156.610,344.461,18.352,162.342,296.030,1.0,23.900,40.3992524,-8.1845273,14,1,3.400,18.352,-0.048,0.065,20.0
1771791072.340,0,1,,-301.134,156.879,345.363,18.375,162.332,296.030,1.0,23.950,40.3992548,-8.1845375,14,1,3.400,18.375,-0.041,0.064,20.0
1771791072.390,0,1,,-301.995,157.147,346.264,18.397,162.322,296.030,1.0,24.000,40.3992572,-8.1845476,14,1,3.400,18.397,-0.035,0.062,20.0
1771791072.440,0,1,,-302.856,157.416,347.166,18.419,162.312,296.030,1.0,24.050,40.3992596,-8.1845578,14,1,3.400,18.419,-0.027,0.061,20.0
1771791072.490,0,1,,-303.717,157.685,348.068,18.442,162.302,296.030,1.0,24.100,40.3992620,-8.1845680,14,1,3.400,18.442,-0.020,0.060,20.0
1771791072.540,0,1,,-304.578,157.953,348.970,18.464,162.292,296.030,1.0,24.150,40.3992644,-8.1845781,14,1,3.400,18.464,-0.012,0.058,20.0
1771791072.590,0,1,,-305.439,158.222,349.872,18.486,162.282,296.030,1.0,24.200,40.3992669,-8.1845883,14,1,3.400,18.486,-0.005,0.057,20.0
1771791072.640,0,1,,-306.300,158.491,350.774,18.508,162.272,296.030,1.0,24.250,40.3992693,-8.1845985,14,1,3.400,18.508,0.002,0.055,20.0
1771791072.690,0,1,,-307.161,158.760,351.676,18.531,162.262,296.030,1.0,24.300,40.3992717,-8.1846086,14,1,3.400,18.531,0.009,0.054,20.0
1771791072.740,0,1,,-308.022,159.028,352.577,18.553,162.252,296.030,1.0,24.350,40.3992741,-8.1846188,14,1,3.400,18.553,0.016,0.052,20.0
1771791072.790,0,1,,-308.882,159.297,353.479,18.575,162.242,296.030,1.0,24.400,40.3992765,-8.1846290,14,1,3.400,18.575,0.023,0.050,20.0
1771791072.840,0,1,,-309.743,159.566,354.381,18.598,162.232,296.030,1.0,24.450,40.3992789,-8.1846391,14,1,3.400,18.598,0.029,0.049,20.0
1771791072.890,0,1,,-310.604,159.835,355.283,18.620,162.222,296.030,1.0,24.500,40.3992814,-8.1846493,14,1,3.400,18.620,0.035,0.047,20.0
1771791072.940,0,1,,-311.465,160.103,356.185,18.642,162.212,296.030,1.0,24.550,40.3992838,-8.1846595,14,1,3.400,18.642,0.040,0.044,20.0
1771791072.990,0,1,,-312.326,160.372,357.087,18.665,162.202,296.030,1.0,24.600,40.3992862,-8.1846696,14,1,3.400,18.665,0.044,0.042,20.0
1771791073.000,0,1,,-312.498,160.426,357.267,18.669,162.200,294.300,1.0,24.610,40.3992867,-8.1846717,14,1,3.400,18.663,0.045,0.041,20.0
1771791073.040,0,1,,-313.198,160.618,357.993,18.657,162.220,294.300,1.0,24.650,40.3992884,-8.1846799,14,1,3.400,18.657,0.047,0.039,20.0
1771791073.090,0,1,,-314.073,160.859,358.901,18.641,162.245,294.300,1.0,24.700,40.3992906,-8.1846903,14,1,3.400,18.641,0.050,0.036,20.0
1771791073.140,0,1,,-314.948,161.100,359.808,18.626,162.270,294.300,1.0,24.750,40.3992927,-8.1847006,14,1,3.400,18.626,0.053,0.033,20.0
1771791073.190,0,1,,-315.823,161.341,360.716,18.610,162.295,294.300,1.0,24.800,40.3992949,-8.1847109,14,1,3.400,18.610,0.054,0.030,20.0
1771791073.240,0,1,,-316.698,161.582,361.623,18.595,162.320,294.300,1.0,24.850,40.3992971,-8.1847213,14,1,3.400,18.595,0.055,0.026,20.0
1771791073.290,0,1,,-317.573,161.823,362.531,18.579,162.345,294.300,1.0,24.900,40.3992992,-8.1847316,14,1,3.400,18.579,0.056,0.023,20.0
1771791073.340,0,1,,-318.449,162.064,363.439,18.564,162.370,294.300,1.0,24.950,40.3993014,-8.1847419,14,1,3.400,18.564,0.057,0.019,20.0
1771791073.390,0,1,,-319.324,162.305,364.346,18.548,162.395,294.300,1.0,25.000,40.3993036,-8.1847523,14,1,3.400,18.548,0.057,0.015,20.0
1771791073.440,0,1,,-320.199,162.546,365.254,18.533,162.420,294.300,1.0,25.050,40.3993057,-8.1847626,14,1,3.400,18.533,0.057,0.012,20.0
1771791073.490,0,1,,-321.074,162.787,366.161,18.517,162.445,294.300,1.0,25.100,40.3993079,-8.1847729,14,1,3.400,18.517,0.057,0.008,20.0
1771791073.540,0,1,,-321.949,163.028,367.069,18.502,162.470,294.300,1.0,25.150,40.3993101,-8.1847833,15,1,3.400,18.502,0.057,0.004,20.0
1771791073.590,0,1,,-322.824,163.269,367.977,18.486,162.495,294.300,1.0,25.200,40.3993122,-8.1847936,15,1,3.400,18.486,0.057,0.000,20.0
1771791073.640,0,1,,-323.699,163.510,368.884,18.471,162.520,294.300,1.0,25.250,40.3993144,-8.1848039,15,1,3.400,18.471,0.057,-0.004,20.0
1771791073.690,0,1,,-324.574,163.750,369.792,18.455,162.545,294.300,1.0,25.300,40.3993166,-8.1848143,15,1,3.400,18.455,0.056,-0.007,20.0
1771791073.740,0,1,,-325.449,163.991,370.699,18.440,162.570,294.300,1.0,25.350,40.3993187,-8.1848246,15,1,3.400,18.440,0.056,-0.011,20.0
1771791073.790,0,1,,-326.324,164.232,371.607,18.424,162.595,294.300,1.0,25.400,40.3993209,-8.1848349,15,1,3.400,18.424,0.055,-0.014,20.0
1771791073.840,0,1,,-327.199,164.473,372.515,18.409,162.620,294.300,1.0,25.450,40.3993231,-8.1848453,15,1,3.400,18.409,0.054,-0.017,20.0
1771791073.890,0,1,,-328.074,164.714,373.422,18.393,162.645,294.300,1.0,25.500,40.3993252,-8.1848556,15,1,3.400,18.393,0.053,-0.019,20.0
1771791073.940,0,1,,-328.949,164.955,374.330,18.378,162.670,294.300,1.0,25.550,40.3993274,-8.1848659,15,1,3.400,18.378,0.051,-0.021,20.0
1771791073.990,0,1,,-329.824,165.196,375.237,18.362,162.695,294.300,1.0,25.600,40.3993296,-8.1848763,15,1,3.400,18.362,0.049,-0.023,20.0
1771791074.000,0,1,,-329.999,165.244,375.419,18.359,162.700,292.560,1.0,25.610,40.3993300,-8.1848783,15,1,3.400,18.361,0.049,-0.023,20.0
1771791074.040,0,1,,-330.637,165.504,376.108,18.356,162.724,292.560,1.0,25.650,40.3993323,-8.1848859,15,1,3.392,18.356,0.047,-0.024,20.0
1771791074.090,0,1,,-331.434,165.828,376.969,18.351,162.754,292.560,1.0,25.700,40.3993353,-8.1848953,15,1,3.382,18.351,0.044,-0.025,20.0
1771791074.140,0,1,,-332.232,166.152,377.829,18.347,162.784,292.560,1.0,25.750,40.3993382,-8.1849047,15,1,3.372,18.347,0.041,-0.025,20.0
1771791074.190,0,1,,-333.029,166.477,378.690,18.342,162.814,292.560,1.0,25.800,40.3993411,-8.1849141,15,1,3.362,18.342,0.037,-0.025,20.0
1771791074.240,0,1,,-333.826,166.801,379.551,18.338,162.844,292.560,1.0,25.850,40.3993440,-8.1849235,15,1,3.352,18.338,0.033,-0.025,20.0
1771791074.290,0,1,,-334.624,167.125,380.412,18.334,162.874,292.560,1.0,25.900,40.3993469,-8.1849330,15,1,3.342,18.334,0.029,-0.024,20.0
1771791074.340,0,1,,-335.421,167.450,381.273,18.329,162.904,292.560,1.0,25.950,40.3993498,-8.1849424,15,1,3.332,18.329,0.024,-0.023,20.0
1771791074.390,0,1,,-336.219,167.774,382.134,18.325,162.934,292.560,1.0,26.000,40.3993528,-8.1849518,15,1,3.322,18.325,0.020,-0.023,20.0
1771791074.440,0,1,,-337.016,168.098,382.994,18.321,162.964,292.560,1.0,26.050,40.3993557,-8.1849612,15,1,3.312,18.321,0.015,-0.022,20.0
1771791074.490,0,1,,-337.814,168.423,383.855,18.316,162.994,292.560,1.0,26.100,40.3993586,-8.1849706,15,1,3.302,18.316,0.010,-0.020,20.0
1771791074.540,0,1,,-338.611,168.747,384.716,18.312,163.024,292.560,1.0,26.150,40.3993615,-8.1849800,16,1,3.292,18.312,0.006,-0.019,20.0
1771791074.590,0,1,,-339.408,169.071,385.577,18.308,163.054,292.560,1.0,26.200,40.3993644,-8.1849895,16,1,3.282,18.308,0.001,-0.018,20.0
1771791074.640,0,1,,-340.206,169.395,386.438,18.303,163.084,292.560,1.0,26.250,40.3993673,-8.1849989,16,1,3.272,18.303,-0.003,-0.017,20.0
1771791074.690,0,1,,-341.003,169.720,387.299,18.299,163.114,292.560,1.0,26.300,40.3993703,-8.1850083,16,1,3.262,18.299,-0.008,-0.015,20.0
1771791074.740,0,1,,-341.801,170.044,388.160,18.295,163.144,292.560,1.0,26.350,40.3993732,-8.1850177,16,1,3.252,18.295,-0.013,-0.014,20.0
1771791074.790,0,1,,-342.598,170.368,389.020,18.290,163.174,292.560,1.0,26.400,40.3993761,-8.1850271,16,1,3.242,18.290,-0.017,-0.012,20.0
1771791074.840,0,1,,-343.395,170.693,389.881,18.286,163.204,292.560,1.0,26.450,40.3993790,-8.1850365,16,1,3.232,18.286,-0.021,-0.010,20.0
1771791074.890,0,1,,-344.193,171.017,390.742,18.282,163.234,292.560,1.0,26.500,40.3993819,-8.1850460,16,1,3.222,18.282,-0.025,-0.008,20.0
1771791074.940,0,1,,-344.990,171.341,391.603,18.277,163.264,292.560,1.0,26.550,40.3993848,-8.1850554,16,1,3.212,18.277,-0.029,-0.005,20.0
1771791074.990,0,1,,-345.788,171.666,392.464,18.273,163.294,292.560,1.0,26.600,40.3993878,-8.1850648,16,1,3.202,18.273,-0.032,-0.002,20.0
1771791075.000,0,1,,-345.947,171.731,392.636,18.272,163.300,293.720,1.0,26.610,40.3993883,-8.1850667,16,1,3.200,18.281,-0.033,-0.001,20.0
1771791075.040,0,1,,-346.641,172.012,393.385,18.314,163.304,293.720,1.0,26.650,40.3993909,-8.1850749,16,1,3.200,18.314,-0.036,0.002,20.0
1771791075.090,0,1,,-347.509,172.364,394.322,18.367,163.309,293.720,1.0,26.700,40.3993940,-8.1850851,16,1,3.200,18.367,-0.039,0.006,20.0
1771791075.140,0,1,,-348.377,172.716,395.259,18.419,163.314,293.720,1.0,26.750,40.3993972,-8.1850954,16,1,3.200,18.419,-0.042,0.010,20.0
1771791075.190,0,1,,-349.245,173.069,396.195,18.472,163.319,293.720,1.0,26.800,40.3994004,-8.1851056,16,1,3.200,18.472,-0.044,0.015,20.0
1771791075.240,0,1,,-350.113,173.421,397.132,18.525,163.324,293.720,1.0,26.850,40.3994035,-8.1851159,16,1,3.200,18.525,-0.047,0.020,20.0
1771791075.290,0,1,,-350.981,173.773,398.069,18.577,163.329,293.720,1.0,26.900,40.3994067,-8.1851261,16,1,3.200,18.577,-0.049,0.026,20.0
1771791075.340,0,1,,-351.849,174.125,399.005,18.630,163.334,293.720,1.0,26.950,40.3994099,-8.1851364,16,1,3.200,18.630,-0.051,0.031,20.0
1771791075.390,0,1,,-352.717,174.477,399.942,18.683,163.339,293.720,1.0,27.000,40.3994130,-8.1851466,16,1,3.200,18.683,-0.053,0.037,20.0
1771791075.440,0,1,,-353.585,174.829,400.879,18.735,163.344,293.720,1.0,27.050,40.3994162,-8.1851569,16,1,3.200,18.735,-0.055,0.042,20.0
1771791075.490,0,1,,-354.453,175.181,401.815,18.788,163.349,293.720,1.0,27.100,40.3994194,-8.1851671,16,1,3.200,18.788,-0.057,0.048,20.0
1771791075.540,0,1,,-355.321,175.533,402.752,18.841,163.354,293.720,1.0,27.150,40.3994225,-8.1851774,17,1,3.200,18.841,-0.059,0.054,20.0
1771791075.590,0,1,,-356.189,175.886,403.688,18.893,163.359,293.720,1.0,27.200,40.3994257,-8.1851876,17,1,3.200,18.893,-0.061,0.059,20.0
1771791075.640,0,1,,-357.057,176.238,404.625,18.946,163.364,293.720,1.0,27.250,40.3994289,-8.1851979,17,1,3.200,18.946,-0.063,0.065,20.0
1771791075.690,0,1,,-357.925,176.590,405.562,18.999,163.369,293.720,1.0,27.300,40.3994320,-8.1852081,17,1,3.200,18.999,-0.064,0.070,20.0
1771791075.740,0,1,,-358.793,176.942,406.498,19.051,163.374,293.720,1.0,27.350,40.3994352,-8.1852184,17,1,3.200,19.051,-0.065,0.074,20.0
1771791075.790,0,1,,-359.661,177.294,407.435,19.104,163.379,293.720,1.0,27.400,40.3994384,-8.1852286,17,1,3.200,19.104,-0.066,0.078,20.0
1771791075.840,0,1,,-360.529,177.646,408.372,19.157,163.384,293.720,1.0,27.450,40.3994415,-8.1852389,17,1,3.200,19.157,-0.067,0.082,20.0
1771791075.890,0,1,,-361.397,177.998,409.308,19.209,163.389,293.720,1.0,27.500,40.3994447,-8.1852491,17,1,3.200,19.209,-0.067,0.084,20.0
1771791075.940,0,1,,-362.265,178.350,410.245,19.262,163.394,293.720,1.0,27.550,40.3994479,-8.1852594,17,1,3.200,19.262,-0.066,0.085,20.0
1771791075.990,0,1,,-363.133,178.702,411.182,19.314,163.399,293.720,1.0,27.600,40.3994510,-8.1852696,17,1,3.200,19.314,-0.065,0.086,20.0
1771791076.000,0,1,,-363.306,178.773,411.369,19.325,163.400,295.970,1.0,27.610,40.3994517,-8.1852717,17,1,3.200,19.314,-0.065,0.085,20.0
1771791076.040,0,1,,-364.029,179.025,412.134,19.311,163.428,295.970,1.0,27.650,40.3994539,-8.1852802,17,1,3.196,19.311,-0.063,0.084,20.0
1771791076.090,0,1,,-364.932,179.340,413.091,19.292,163.463,295.970,1.0,27.700,40.3994568,-8.1852909,17,1,3.191,19.292,-0.061,0.082,20.0
1771791076.140,0,1,,-365.836,179.655,414.048,19.274,163.498,295.970,1.0,27.750,40.3994596,-8.1853015,17,1,3.186,19.274,-0.057,0.079,20.0
1771791076.190,0,1,,-366.739,179.970,415.004,19.256,163.533,295.970,1.0,27.800,40.3994624,-8.1853122,17,1,3.181,19.256,-0.054,0.075,20.0
1771791076.240,0,1,,-367.642,180.285,415.961,19.238,163.568,295.970,1.0,27.850,40.3994653,-8.1853229,17,1,3.176,19.238,-0.049,0.069,20.0
1771791076.290,0,1,,-368.545,180.600,416.918,19.220,163.603,295.970,1.0,27.900,40.3994681,-8.1853335,17,1,3.171,19.220,-0.045,0.064,20.0
1771791076.340,0,1,,-369.449,180.915,417.874,19.202,163.638,295.970,1.0,27.950,40.3994709,-8.1853442,17,1,3.166,19.202,-0.040,0.057,20.0
1771791076.390,0,1,,-370.352,181.230,418.831,19.184,163.673,295.970,1.0,28.000,40.3994738,-8.1853549,17,1,3.161,19.184,-0.035,0.051,20.0
1771791076.440,0,1,,-371.255,181.545,419.788,19.166,163.708,295.970,1.0,28.050,40.3994766,-8.1853655,17,1,3.156,19.166,-0.029,0.044,20.0
1771791076.490,0,1,,-372.158,181.860,420.744,19.148,163.743,295.970,1.0,28.100,40.3994794,-8.1853762,17,1,3.151,19.148,-0.024,0.037,20.0
1771791076.540,0,1,,-373.062,182.175,421.701,19.130,163.778,295.970,1.0,28.150,40.3994823,-8.1853869,17,1,3.146,19.130,-0.019,0.030,20.0
1771791076.590,0,1,,-373.965,182.491,422.657,19.111,163.813,295.970,1.0,28.200,40.3994851,-8.1853975,17,1,3.141,19.111,-0.013,0.023,20.0
1771791076.640,0,1,,-374.868,182.806,423.614,19.093,163.848,295.970,1.0,28.250,40.3994879,-8.1854082,17,1,3.136,19.093,-0.008,0.016,20.0
1771791076.690,0,1,,-375.771,183.121,424.571,19.075,163.883,295.970,1.0,28.300,40.3994908,-8.1854189,17,1,3.131,19.075,-0.003,0.009,20.0
1771791076.740,0,1,,-376.675,183.436,425.527,19.057,163.918,295.970,1.0,28.350,40.3994936,-8.1854295,17,1,3.126,19.057,0.002,0.003,20.0
1771791076.790,0,1,,-377.578,183.751,426.484,19.039,163.953,295.970,1.0,28.400,40.3994964,-8.1854402,17,1,3.121,19.039,0.007,-0.003,20.0
1771791076.840,0,1,,-378.481,184.066,427.441,19.021,163.988,295.970,1.0,28.450,40.3994993,-8.1854509,17,1,3.116,19.021,0.011,-0.008,20.0
1771791076.890,0,1,,-379.384,184.381,428.397,19.003,164.023,295.970,1.0,28.500,40.3995021,-8.1854615,17,1,3.111,19.003,0.014,-0.012,20.0
1771791076.940,0,1,,-380.288,184.696,429.354,18.985,164.058,295.970,1.0,28.550,40.3995049,-8.1854722,17,1,3.106,18.985,0.018,-0.015,20.0
1771791076.990,0,1,,-381.191,185.011,430.311,18.967,164.093,295.970,1.0,28.600,40.3995078,-8.1854829,17,1,3.101,18.967,0.020,-0.017,20.0
1771791077.000,0,1,,-381.372,185.074,430.502,18.963,164.100,295.030,1.0,28.610,40.3995083,-8.1854850,17,1,3.100,18.970,0.021,-0.017,20.0
1771791077.040,0,1,,-382.100,185.333,431.275,18.982,164.128,295.030,1.0,28.650,40.3995107,-8.1854936,17,1,3.096,18.982,0.022,-0.018,20.0
1771791077.090,0,1,,-383.010,185.658,432.241,19.006,164.163,295.030,1.0,28.700,40.3995136,-8.1855044,17,1,3.091,19.006,0.024,-0.018,20.0
1771791077.140,0,1,,-383.920,185.982,433.208,19.030,164.198,295.030,1.0,28.750,40.3995165,-8.1855151,17,1,3.086,19.030,0.025,-0.018,20.0
1771791077.190,0,1,,-384.831,186.306,434.174,19.054,164.233,295.030,1.0,28.800,40.3995194,-8.1855259,17,1,3.081,19.054,0.025,-0.016,20.0
1771791077.240,0,1,,-385.741,186.631,435.140,19.078,164.268,295.030,1.0,28.850,40.3995223,-8.1855366,17,1,3.076,19.078,0.025,-0.013,20.0
1771791077.290,0,1,,-386.651,186.955,436.107,19.102,164.303,295.030,1.0,28.900,40.3995253,-8.1855474,17,1,3.071,19.102,0.024,-0.010,20.0
1771791077.340,0,1,,-387.562,187.279,437.073,19.126,164.338,295.030,1.0,28.950,40.3995282,-8.1855581,17,1,3.066,19.126,0.024,-0.007,20.0
1771791077.390,0,1,,-388.472,187.604,438.040,19.150,164.373,295.030,1.0,29.000,40.3995311,-8.1855689,17,1,3.061,19.150,0.023,-0.003,20.0
1771791077.440,0,1,,-389.382,187.928,439.006,19.174,164.408,295.030,1.0,29.050,40.3995340,-8.1855796,17,1,3.056,19.174,0.022,0.001,20.0
1771791077.490,0,1,,-390.293,188.252,439.972,19.198,164.443,295.030,1.0,29.100,40.3995369,-8.1855904,17,1,3.051,19.198,0.021,0.005,20.0
1771791077.540,0,1,,-391.203,188.577,440.939,19.222,164.478,295.030,1.0,29.150,40.3995398,-8.1856011,16,1,3.046,19.222,0.020,0.009,20.0
1771791077.590,0,1,,-392.113,188.901,441.905,19.246,164.513,295.030,1.0,29.200,40.3995428,-8.1856119,16,1,3.041,19.246,0.019,0.014,20.0
1771791077.640,0,1,,-393.024,189.225,442.871,19.270,164.548,295.030,1.0,29.250,40.3995457,-8.1856226,16,1,3.036,19.270,0.018,0.018,20.0
1771791077.690,0,1,,-393.934,189.550,443.838,19.294,164.583,295.030,1.0,29.300,40.3995486,-8.1856334,16,1,3.031,19.294,0.017,0.022,20.0
1771791077.740,0,1,,-394.844,189.874,444.804,19.317,164.618,295.030,1.0,29.350,40.3995515,-8.1856441,16,1,3.026,19.317,0.016,0.025,20.0
1771791077.790,0,1,,-395.754,190.198,445.770,19.341,164.653,295.030,1.0,29.400,40.3995544,-8.1856549,16,1,3.021,19.341,0.015,0.029,20.0
1771791077.840,0,1,,-396.665,190.522,446.737,19.365,164.688,295.030,1.0,29.450,40.3995573,-8.1856656,16,1,3.016,19.365,0.014,0.032,20.0
1771791077.890,0,1,,-397.575,190.847,447.703,19.389,164.723,295.030,1.0,29.500,40.3995603,-8.1856764,16,1,3.011,19.389,0.013,0.035,20.0
1771791077.940,0,1,,-398.485,191.171,448.669,19.413,164.758,295.030,1.0,29.550,40.3995632,-8.1856871,16,1,3.006,19.413,0.013,0.038,20.0
1771791077.990,0,1,,-399.396,191.495,449.636,19.437,164.793,295.030,1.0,29.600,40.3995661,-8.1856979,16,1,3.001,19.437,0.012,0.040,20.0
1771791078.000,0,1,,-399.578,191.560,449.829,19.442,164.800,294.740,1.0,29.610,40.3995667,-8.1857000,16,1,3.000,19.441,0.012,0.040,20.0
1771791078.040,0,1,,-400.283,191.886,450.606,19.454,164.792,294.740,1.0,29.650,40.3995696,-8.1857083,16,1,3.000,19.454,0.011,0.041,20.0
1771791078.090,0,1,,-401.166,192.294,451.578,19.469,164.782,294.740,1.0,29.700,40.3995733,-8.1857188,16,1,3.000,19.469,0.011,0.042,20.0
1771791078.140,0,1,,-402.048,192.702,452.550,19.484,164.772,294.740,1.0,29.750,40.3995769,-8.1857292,16,1,3.000,19.484,0.011,0.043,20.0
1771791078.190,0,1,,-402.930,193.110,453.522,19.499,164.762,294.740,1.0,29.800,40.3995806,-8.1857396,16,1,3.000,19.499,0.010,0.043,20.0
1771791078.240,0,1,,-403.812,193.517,454.493,19.514,164.752,294.740,1.0,29.850,40.3995843,-8.1857500,16,1,3.000,19.514,0.010,0.043,20.0
1771791078.290,0,1,,-404.694,193.925,455.465,19.528,164.742,294.740,1.0,29.900,40.3995879,-8.1857604,16,1,3.000,19.528,0.010,0.043,20.0
