This file is created using RaceChrono v9.1.3 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Novo circuito"
Session type,Lap timing
Track name,"Novo circuito"
Driver name,
Export scope,Session start
Created,22/02/2026,20:10
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Accuracy (m),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc
1771791056.540,0,1,,-87.558,47.756,103.257,12.080,172.714,302.810,1.0,8.150,40.3982734,-8.1820153,12,1,3.400,12.080,0.040,0.049,20.0
1771791056.590,0,1,,-88.123,47.997,103.871,12.100,172.669,302.810,1.0,8.200,40.3982756,-8.1820220,12,1,3.400,12.100,0.045,0.049,20.0
1771791056.640,0,1,,-88.687,48.237,104.485,12.121,172.624,302.810,1.0,8.250,40.3982777,-8.1820287,12,1,3.400,12.121,0.050,0.048,20.0
1771791056.690,0,1,,-89.252,48.478,105.098,12.142,172.579,302.810,1.0,8.300,40.3982799,-8.1820353,12,1,3.400,12.142,0.054,0.047,20.0
1771791056.740,0,1,,-89.816,48.719,105.712,12.162,172.534,302.810,1.0,8.350,40.3982821,-8.1820420,12,1,3.400,12.162,0.058,0.047,20.0
1771791056.790,0,1,,-90.381,48.960,106.326,12.183,172.489,302.810,1.0,8.400,40.3982842,-8.1820487,12,1,3.400,12.183,0.061,0.046,20.0
1771791056.840,0,1,,-90.945,49.201,106.940,12.204,172.444,302.810,1.0,8.450,40.3982864,-8.1820553,12,1,3.400,12.204,0.064,0.045,20.0
1771791056.890,0,1,,-91.510,49.442,107.554,12.224,172.399,302.810,1.0,8.500,40.3982886,-8.1820620,12,1,3.400,12.224,0.065,0.045,20.0
1771791056.940,0,1,,-92.074,49.683,108.167,12.245,172.354,302.810,1.0,8.550,40.3982907,-8.1820687,12,1,3.400,12.245,0.066,0.044,20.0
1771791056.990,0,1,,-92.639,49.924,108.781,12.266,172.309,302.810,1.1,8.600,40.3982929,-8.1820753,12,1,3.400,12.266,0.065,0.044,20.0
1771791057.000,0,1,,-92.752,49.972,108.904,12.270,172.300,298.820,1.1,8.610,40.3982933,-8.1820767,12,1,3.400,12.270,0.065,0.044,20.0
1771791057.040,0,1,,-93.147,50.224,109.373,12.287,172.196,298.820,1.1,8.650,40.3982956,-8.1820813,12,1,3.392,12.287,0.063,0.044,20.0
1771791057.090,0,1,,-93.641,50.539,109.959,12.309,172.066,298.820,1.1,8.700,40.3982984,-8.1820872,12,1,3.382,12.309,0.060,0.044,20.0
1771791057.140,0,1,,-94.135,50.854,110.545,12.331,171.936,298.820,1.1,8.750,40.3983013,-8.1820930,12,1,3.372,12.331,0.056,0.043,20.0
1771791057.190,0,1,,-94.629,51.169,111.130,12.353,171.806,298.820,1.2,8.800,40.3983041,-8.1820988,12,1,3.362,12.353,0.051,0.043,20.0
1771791057.240,0,1,,-95.123,51.484,111.716,12.375,171.676,298.820,1.2,8.850,40.3983069,-8.1821047,12,1,3.352,12.375,0.045,0.043,20.0
1771791057.290,0,1,,-95.617,51.799,112.302,12.396,171.546,298.820,1.2,8.900,40.3983098,-8.1821105,12,1,3.342,12.396,0.038,0.043,20.0
1771791057.340,0,1,,-96.111,52.114,112.888,12.418,171.416,298.820,1.3,8.950,40.3983126,-8.1821163,12,1,3.332,12.418,0.031,0.043,20.0
1771791057.390,0,1,,-96.605,52.430,113.474,12.440,171.286,298.820,1.3,9.000,40.3983154,-8.1821222,12,1,3.322,12.440,0.024,0.043,20.0
1771791057.440,0,1,,-97.099,52.745,114.060,12.462,171.156,298.820,1.3,9.050,40.3983183,-8.1821280,12,1,3.312,12.462,0.017,0.043,20.0
1771791057.490,0,1,,-97.593,53.060,114.646,12.484,171.026,298.820,1.4,9.100,40.3983211,-8.1821338,12,1,3.302,12.484,0.010,0.043,20.0
1771791057.500,0,1,,-97.692,53.123,114.763,12.488,171.000,298.700,1.4,9.110,40.3983217,-8.1821350,12,1,3.300,12.488,0.008,0.043,20.0
1771791057.540,0,1,,-98.098,53.375,115.241,12.503,170.904,298.700,1.4,9.150,40.3983239,-8.1821398,12,1,3.292,12.503,0.003,0.043,20.0
1771791057.590,0,1,,-98.606,53.690,115.839,12.522,170.784,298.700,1.5,9.200,40.3983268,-8.1821458,12,1,3.282,12.522,-0.004,0.042,20.0
1771791057.640,0,1,,-99.114,54.005,116.437,12.540,170.664,298.700,1.5,9.250,40.3983296,-8.1821518,12,1,3.272,12.540,-0.011,0.042,20.0
1771791057.690,0,1,,-99.622,54.320,117.035,12.559,170.544,298.700,1.6,9.300,40.3983324,-8.1821578,12,1,3.262,12.559,-0.018,0.042,20.0
1771791057.740,0,1,,-100.130,54.635,117.632,12.578,170.424,298.700,1.6,9.350,40.3983353,-8.1821638,12,1,3.252,12.578,-0.024,0.041,20.0
1771791057.790,0,1,,-100.638,54.950,118.230,12.596,170.304,298.700,1.7,9.400,40.3983381,-8.1821698,12,1,3.242,12.596,-0.029,0.040,20.0
1771791057.840,0,1,,-101.147,55.265,118.828,12.615,170.184,298.700,1.7,9.450,40.3983409,-8.1821758,12,1,3.232,12.615,-0.035,0.039,20.0
1771791057.890,0,1,,-101.655,55.580,119.426,12.634,170.064,298.700,1.8,9.500,40.3983438,-8.1821818,12,1,3.222,12.634,-0.039,0.039,20.0
1771791057.940,0,1,,-102.163,55.895,120.024,12.653,169.944,298.700,1.8,9.550,40.3983466,-8.1821878,12,1,3.212,12.653,-0.044,0.038,20.0
1771791057.990,0,1,,-102.671,56.210,120.621,12.671,169.824,298.700,1.9,9.600,40.3983494,-8.1821938,12,1,3.202,12.671,-0.047,0.036,20.0
1771791058.000,0,1,,-102.772,56.273,120.741,12.675,169.800,300.010,1.9,9.610,40.3983500,-8.1821950,12,1,3.200,12.674,-0.048,0.036,20.0
1771791058.040,0,1,,-103.190,56.525,121.229,12.683,169.712,300.010,1.9,9.650,40.3983523,-8.1821999,12,1,3.200,12.683,-0.050,0.035,20.0
1771791058.090,0,1,,-103.712,56.840,121.839,12.693,169.602,300.010,1.9,9.700,40.3983551,-8.1822061,12,1,3.200,12.693,-0.052,0.034,20.0
1771791058.140,0,1,,-104.235,57.155,122.449,12.703,169.492,300.010,1.9,9.750,40.3983579,-8.1822123,12,1,3.200,12.703,-0.054,0.033,20.0
1771791058.190,0,1,,-104.757,57.470,123.059,12.713,169.382,300.010,1.9,9.800,40.3983608,-8.1822184,12,1,3.200,12.713,-0.055,0.032,20.0
1771791058.240,0,1,,-105.279,57.785,123.669,12.723,169.272,300.010,2.0,9.850,40.3983636,-8.1822246,12,1,3.200,12.723,-0.056,0.031,20.0
1771791058.290,0,1,,-105.801,58.100,124.278,12.732,169.162,300.010,2.0,9.900,40.3983664,-8.1822308,12,1,3.200,12.732,-0.057,0.030,20.0
1771791058.340,0,1,,-106.323,58.416,124.888,12.742,169.052,300.010,2.0,9.950,40.3983693,-8.1822369,12,1,3.200,12.742,-0.058,0.029,20.0
1771791058.390,0,1,,-106.846,58.731,125.498,12.752,168.942,300.010,2.0,10.000,40.3983721,-8.1822431,12,1,3.200,12.752,-0.058,0.029,20.0
1771791058.440,0,1,,-107.368,59.046,126.108,12.762,168.832,300.010,2.0,10.050,40.3983749,-8.1822493,12,1,3.200,12.762,-0.059,0.029,20.0
1771791058.490,0,1,,-107.890,59.361,126.718,12.772,168.722,300.010,2.0,10.100,40.3983778,-8.1822554,12,1,3.200,12.772,-0.059,0.030,20.0
1771791058.500,0,1,,-107.994,59.424,126.840,12.774,168.700,301.250,2.0,10.110,40.3983783,-8.1822567,12,1,3.200,12.777,-0.059,0.031,20.0
1771791058.540,0,1,,-108.401,59.794,127.390,12.799,168.564,301.250,2.0,10.150,40.3983817,-8.1822615,12,1,3.192,12.799,-0.060,0.032,20.0
1771791058.590,0,1,,-108.909,60.258,128.078,12.830,168.394,301.250,2.0,10.200,40.3983858,-8.1822675,12,1,3.182,12.830,-0.061,0.034,20.0
1771791058.640,0,1,,-109.417,60.721,128.765,12.861,168.224,301.250,2.0,10.250,40.3983900,-8.1822735,12,1,3.172,12.861,-0.062,0.036,20.0
1771791058.690,0,1,,-109.925,61.184,129.453,12.892,168.054,301.250,2.0,10.300,40.3983942,-8.1822795,12,1,3.162,12.892,-0.062,0.039,20.0
1771791058.740,0,1,,-110.433,61.648,130.140,12.923,167.884,301.250,2.0,10.350,40.3983983,-8.1822855,12,1,3.152,12.923,-0.063,0.041,20.0
1771791058.790,0,1,,-110.941,62.111,130.828,12.954,167.714,301.250,2.0,10.400,40.3984025,-8.1822915,12,1,3.142,12.954,-0.064,0.044,20.0
1771791058.840,0,1,,-111.449,62.574,131.516,12.985,167.544,301.250,2.0,10.450,40.3984067,-8.1822975,12,1,3.132,12.985,-0.064,0.047,20.0
1771791058.890,0,1,,-111.957,63.038,132.203,13.017,167.374,301.250,2.0,10.500,40.3984108,-8.1823035,12,1,3.122,13.017,-0.064,0.050,20.0
1771791058.940,0,1,,-112.466,63.501,132.891,13.048,167.204,301.250,2.0,10.550,40.3984150,-8.1823095,12,1,3.112,13.048,-0.064,0.052,20.0
1771791058.990,0,1,,-112.974,63.964,133.578,13.079,167.034,301.250,2.0,10.600,40.3984192,-8.1823155,12,1,3.102,13.079,-0.064,0.054,20.0
1771791059.000,0,1,,-113.075,64.057,133.716,13.085,167.000,302.790,2.0,10.610,40.3984200,-8.1823167,12,1,3.100,13.083,-0.063,0.054,20.0
1771791059.040,0,1,,-113.516,64.390,134.268,13.101,166.916,302.790,2.0,10.650,40.3984230,-8.1823219,12,1,3.100,13.101,-0.062,0.055,20.0
1771791059.090,0,1,,-114.066,64.807,134.959,13.121,166.811,302.790,1.9,10.700,40.3984268,-8.1823284,12,1,3.100,13.121,-0.061,0.056,20.0
1771791059.140,0,1,,-114.616,65.224,135.650,13.140,166.706,302.790,1.9,10.750,40.3984305,-8.1823349,12,1,3.100,13.140,-0.059,0.057,20.0
1771791059.190,0,1,,-115.167,65.641,136.340,13.160,166.601,302.790,1.8,10.800,40.3984343,-8.1823414,12,1,3.100,13.160,-0.057,0.057,20.0
1771791059.240,0,1,,-115.717,66.058,137.031,13.180,166.496,302.790,1.8,10.850,40.3984380,-8.1823479,12,1,3.100,13.180,-0.054,0.056,20.0
1771791059.290,0,1,,-116.268,66.475,137.721,13.200,166.391,302.790,1.7,10.900,40.3984418,-8.1823544,12,1,3.100,13.200,-0.051,0.056,20.0
1771791059.340,0,1,,-116.818,66.892,138.412,13.220,166.286,302.790,1.7,10.950,40.3984455,-8.1823609,12,1,3.100,13.220,-0.048,0.055,20.0
1771791059.390,0,1,,-117.369,67.309,139.102,13.239,166.181,302.790,1.6,11.000,40.3984493,-8.1823674,12,1,3.100,13.239,-0.045,0.054,20.0
1771791059.440,0,1,,-117.919,67.726,139.793,13.259,166.076,302.790,1.6,11.050,40.3984530,-8.1823739,12,1,3.100,13.259,-0.042,0.053,20.0
1771791059.490,0,1,,-118.469,68.143,140.483,13.279,165.971,302.790,1.5,11.100,40.3984568,-8.1823804,12,1,3.100,13.279,-0.038,0.052,20.0
1771791059.540,0,1,,-119.020,68.560,141.174,13.299,165.866,302.790,1.5,11.150,40.3984605,-8.1823869,12,1,3.100,13.299,-0.035,0.051,20.0
1771791059.590,0,1,,-119.570,68.977,141.864,13.319,165.761,302.790,1.4,11.200,40.3984643,-8.1823934,12,1,3.100,13.319,-0.032,0.050,20.0
1771791059.640,0,1,,-120.121,69.394,142.555,13.338,165.656,302.790,1.4,11.250,40.3984680,-8.1823999,12,1,3.100,13.338,-0.028,0.049,20.0
1771791059.690,0,1,,-120.671,69.811,143.246,13.358,165.551,302.790,1.3,11.300,40.3984718,-8.1824064,12,1,3.100,13.358,-0.025,0.048,20.0
1771791059.740,0,1,,-121.222,70.228,143.936,13.378,165.446,302.790,1.3,11.350,40.3984755,-8.1824129,12,1,3.100,13.378,-0.022,0.047,20.0
1771791059.790,0,1,,-121.772,70.645,144.627,13.398,165.341,302.790,1.2,11.400,40.3984793,-8.1824194,12,1,3.100,13.398,-0.019,0.046,20.0
1771791059.840,0,1,,-122.322,71.062,145.317,13.418,165.236,302.790,1.2,11.450,40.3984830,-8.1824259,12,1,3.100,13.418,-0.017,0.046,20.0
1771791059.890,0,1,,-122.873,71.479,146.008,13.437,165.131,302.790,1.1,11.500,40.3984868,-8.1824324,12,1,3.100,13.437,-0.015,0.045,20.0
1771791059.940,0,1,,-123.423,71.896,146.698,13.457,165.026,302.790,1.1,11.550,40.3984905,-8.1824389,12,1,3.100,13.457,-0.013,0.045,20.0
1771791059.990,0,1,,-123.974,72.313,147.389,13.477,164.921,302.790,1.0,11.600,40.3984943,-8.1824454,12,1,3.100,13.477,-0.012,0.045,20.0
1771791060.000,0,1,,-124.084,72.396,147.527,13.481,164.900,302.930,1.0,11.610,40.3984950,-8.1824467,12,1,3.100,13.484,-0.012,0.045,20.0
1771791060.040,0,1,,-124.575,72.737,148.125,13.511,164.856,302.930,1.0,11.650,40.3984981,-8.1824525,12,1,3.096,13.511,-0.011,0.046,20.0
1771791060.090,0,1,,-125.189,73.164,148.872,13.549,164.801,302.930,1.0,11.700,40.3985019,-8.1824597,12,1,3.091,13.549,-0.011,0.046,20.0
1771791060.140,0,1,,-125.803,73.590,149.620,13.586,164.746,302.930,1.0,11.750,40.3985057,-8.1824670,12,1,3.086,13.586,-0.011,0.047,20.0
1771791060.190,0,1,,-126.417,74.016,150.367,13.624,164.691,302.930,1.0,11.800,40.3985096,-8.1824742,12,1,3.081,13.624,-0.012,0.049,20.0
1771791060.240,0,1,,-127.031,74.442,151.115,13.661,164.636,302.930,1.0,11.850,40.3985134,-8.1824815,12,1,3.076,13.661,-0.012,0.050,20.0
1771791060.290,0,1,,-127.645,74.869,151.862,13.699,164.581,302.930,1.0,11.900,40.3985172,-8.1824887,12,1,3.071,13.699,-0.013,0.051,20.0
1771791060.340,0,1,,-128.259,75.295,152.609,13.737,164.526,302.930,1.0,11.950,40.3985211,-8.1824960,12,1,3.066,13.737,-0.015,0.053,20.0
1771791060.390,0,1,,-128.873,75.721,153.357,13.774,164.471,302.930,1.0,12.000,40.3985249,-8.1825032,12,1,3.061,13.774,-0.016,0.055,20.0
1771791060.440,0,1,,-129.486,76.147,154.104,13.812,164.416,302.930,1.0,12.050,40.3985287,-8.1825105,12,1,3.056,13.812,-0.017,0.056,20.0
1771791060.490,0,1,,-130.100,76.574,154.852,13.849,164.361,302.930,1.0,12.100,40.3985326,-8.1825177,12,1,3.051,13.849,-0.019,0.058,20.0
1771791060.540,0,1,,-130.714,77.000,155.599,13.887,164.306,302.930,1.0,12.150,40.3985364,-8.1825250,11,1,3.046,13.887,-0.021,0.060,20.0
1771791060.590,0,1,,-131.328,77.426,156.346,13.925,164.251,302.930,1.0,12.200,40.3985402,-8.1825322,11,1,3.041,13.925,-0.022,0.062,20.0
1771791060.640,0,1,,-131.942,77.852,157.094,13.962,164.196,302.930,1.0,12.250,40.3985441,-8.1825395,11,1,3.036,13.962,-0.024,0.063,20.0
1771791060.690,0,1,,-132.556,78.279,157.841,14.000,164.141,302.930,1.0,12.300,40.3985479,-8.1825467,11,1,3.031,14.000,-0.025,0.065,20.0
1771791060.740,0,1,,-133.170,78.705,158.589,14.037,164.086,302.930,1.0,12.350,40.3985517,-8.1825540,11,1,3.026,14.037,-0.027,0.066,20.0
1771791060.790,0,1,,-133.784,79.131,159.336,14.075,164.031,302.930,1.0,12.400,40.3985556,-8.1825612,11,1,3.021,14.075,-0.028,0.067,20.0
1771791060.840,0,1,,-134.398,79.557,160.083,14.113,163.976,302.930,1.0,12.450,40.3985594,-8.1825685,11,1,3.016,14.113,-0.029,0.068,20.0
1771791060.890,0,1,,-135.012,79.984,160.831,14.150,163.921,302.930,1.0,12.500,40.3985632,-8.1825757,11,1,3.011,14.150,-0.030,0.068,20.0
1771791060.940,0,1,,-135.626,80.410,161.578,14.188,163.866,302.930,1.0,12.550,40.3985671,-8.1825830,11,1,3.006,14.188,-0.031,0.068,20.0
1771791060.990,0,1,,-136.240,80.836,162.326,14.225,163.811,302.930,1.0,12.600,40.3985709,-8.1825902,11,1,3.001,14.225,-0.032,0.067,20.0
1771791061.000,0,1,,-136.363,80.921,162.475,14.233,163.800,304.320,1.0,12.610,40.3985717,-8.1825917,11,1,3.000,14.227,-0.033,0.067,20.0
1771791061.040,0,1,,-136.820,81.277,163.054,14.232,163.788,304.320,1.0,12.650,40.3985749,-8.1825971,11,1,3.000,14.232,-0.033,0.066,20.0
1771791061.090,0,1,,-137.391,81.722,163.779,14.230,163.773,304.320,1.0,12.700,40.3985789,-8.1826038,11,1,3.000,14.230,-0.034,0.064,20.0
1771791061.140,0,1,,-137.963,82.167,164.503,14.228,163.758,304.320,1.0,12.750,40.3985829,-8.1826106,11,1,3.000,14.228,-0.034,0.062,20.0
1771791061.190,0,1,,-138.535,82.612,165.227,14.226,163.743,304.320,1.0,12.800,40.3985869,-8.1826173,11,1,3.000,14.226,-0.035,0.059,20.0
1771791061.240,0,1,,-139.106,83.056,165.951,14.224,163.728,304.320,1.0,12.850,40.3985909,-8.1826241,11,1,3.000,14.224,-0.035,0.056,20.0
1771791061.290,0,1,,-139.678,83.501,166.676,14.222,163.713,304.320,1.0,12.900,40.3985949,-8.1826308,11,1,3.000,14.222,-0.035,0.052,20.0
1771791061.340,0,1,,-140.249,83.946,167.400,14.220,163.698,304.320,1.0,12.950,40.3985989,-8.1826376,11,1,3.000,14.220,-0.035,0.049,20.0
1771791061.390,0,1,,-140.821,84.391,168.124,14.219,163.683,304.320,1.0,13.000,40.3986029,-8.1826443,11,1,3.000,14.219,-0.035,0.045,20.0
1771791061.440,0,1,,-141.393,84.835,168.848,14.217,163.668,304.320,1.0,13.050,40.3986069,-8.1826511,11,1,3.000,14.217,-0.035,0.041,20.0
1771791061.490,0,1,,-141.964,85.280,169.573,14.215,163.653,304.320,1.0,13.100,40.3986109,-8.1826578,11,1,3.000,14.215,-0.035,0.037,20.0
1771791061.540,0,1,,-142.536,85.725,170.297,14.213,163.638,304.320,1.0,13.150,40.3986149,-8.1826646,10,1,3.000,14.213,-0.035,0.033,20.0
1771791061.590,0,1,,-143.107,86.170,171.021,14.211,163.623,304.320,1.0,13.200,40.3986189,-8.1826713,10,1,3.000,14.211,-0.035,0.029,20.0
1771791061.640,0,1,,-143.679,86.615,171.745,14.209,163.608,304.320,1.0,13.250,40.3986229,-8.1826781,10,1,3.000,14.209,-0.035,0.026,20.0
1771791061.690,0,1,,-144.251,87.059,172.470,14.207,163.593,304.320,1.0,13.300,40.3986269,-8.1826848,10,1,3.000,14.207,-0.035,0.022,20.0
1771791061.740,0,1,,-144.822,87.504,173.194,14.206,163.578,304.320,1.0,13.350,40.3986309,-8.1826916,10,1,3.000,14.206,-0.035,0.018,20.0
1771791061.790,0,1,,-145.394,87.949,173.918,14.204,163.563,304.320,1.0,13.400,40.3986349,-8.1826983,10,1,3.000,14.204,-0.035,0.015,20.0
1771791061.840,0,1,,-145.965,88.394,174.642,14.202,163.548,304.320,1.0,13.450,40.3986389,-8.1827051,10,1,3.000,14.202,-0.034,0.012,20.0
1771791061.890,0,1,,-146.537,88.838,175.367,14.200,163.533,304.320,1.0,13.500,40.3986429,-8.1827118,10,1,3.000,14.200,-0.034,0.010,20.0
1771791061.940,0,1,,-147.109,89.283,176.091,14.198,163.518,304.320,1.0,13.550,40.3986469,-8.1827186,10,1,3.000,14.198,-0.033,0.008,20.0
1771791061.990,0,1,,-147.680,89.728,176.815,14.196,163.503,304.320,1.0,13.600,40.3986509,-8.1827253,10,1,3.000,14.196,-0.032,0.006,20.0
1771791062.000,0,1,,-147.794,89.817,176.960,14.196,163.500,305.730,1.0,13.610,40.3986517,-8.1827267,10,1,3.000,14.199,-0.031,0.006,20.0
1771791062.040,0,1,,-148.263,90.158,177.540,14.209,163.484,305.730,1.0,13.650,40.3986547,-8.1827322,10,1,3.004,14.209,-0.030,0.005,20.0
1771791062.090,0,1,,-148.849,90.584,178.264,14.224,163.464,305.730,1.0,13.700,40.3986586,-8.1827391,10,1,3.009,14.224,-0.029,0.005,20.0
1771791062.140,0,1,,-149.434,91.010,178.988,14.240,163.444,305.730,1.0,13.750,40.3986624,-8.1827460,10,1,3.014,14.240,-0.027,0.005,20.0
1771791062.190,0,1,,-150.020,91.437,179.713,14.256,163.424,305.730,1.0,13.800,40.3986662,-8.1827530,10,1,3.019,14.256,-0.025,0.005,20.0
1771791062.240,0,1,,-150.606,91.863,180.437,14.272,163.404,305.730,1.0,13.850,40.3986701,-8.1827599,10,1,3.024,14.272,-0.023,0.006,20.0
1771791062.290,0,1,,-151.192,92.289,181.162,14.287,163.384,305.730,1.0,13.900,40.3986739,-8.1827668,10,1,3.029,14.287,-0.021,0.008,20.0
1771791062.340,0,1,,-151.777,92.715,181.886,14.303,163.364,305.730,1.0,13.950,40.3986777,-8.1827737,10,1,3.034,14.303,-0.018,0.009,20.0
1771791062.390,0,1,,-152.363,93.142,182.610,14.319,163.344,305.730,1.0,14.000,40.3986816,-8.1827806,10,1,3.039,14.319,-0.016,0.010,20.0
1771791062.440,0,1,,-152.949,93.568,183.335,14.335,163.324,305.730,1.0,14.050,40.3986854,-8.1827875,10,1,3.044,14.335,-0.013,0.012,20.0
1771791062.490,0,1,,-153.534,93.994,184.059,14.350,163.304,305.730,1.0,14.100,40.3986892,-8.1827945,10,1,3.049,14.350,-0.011,0.014,20.0
1771791062.540,0,1,,-154.120,94.420,184.784,14.366,163.284,305.730,1.0,14.150,40.3986931,-8.1828014,9,1,3.054,14.366,-0.008,0.016,20.0
1771791062.590,0,1,,-154.706,94.847,185.508,14.382,163.264,305.730,1.0,14.200,40.3986969,-8.1828083,9,1,3.059,14.382,-0.006,0.017,20.0
1771791062.640,0,1,,-155.292,95.273,186.232,14.398,163.244,305.730,1.0,14.250,40.3987007,-8.1828152,9,1,3.064,14.398,-0.003,0.019,20.0
1771791062.690,0,1,,-155.877,95.699,186.957,14.413,163.224,305.730,1.0,14.300,40.3987046,-8.1828221,9,1,3.069,14.413,-0.001,0.021,20.0
1771791062.740,0,1,,-156.463,96.125,187.681,14.429,163.204,305.730,1.0,14.350,40.3987084,-8.1828290,9,1,3.074,14.429,0.002,0.022,20.0
1771791062.790,0,1,,-157.049,96.552,188.406,14.445,163.184,305.730,1.0,14.400,40.3987122,-8.1828360,9,1,3.079,14.445,0.005,0.024,20.0
1771791062.840,0,1,,-157.634,96.978,189.130,14.461,163.164,305.730,1.0,14.450,40.3987161,-8.1828429,9,1,3.084,14.461,0.008,0.025,20.0
1771791062.890,0,1,,-158.220,97.404,189.854,14.476,163.144,305.730,1.0,14.500,40.3987199,-8.1828498,9,1,3.089,14.476,0.011,0.026,20.0
1771791062.940,0,1,,-158.806,97.830,190.579,14.492,163.124,305.730,1.0,14.550,40.3987237,-8.1828567,9,1,3.094,14.492,0.014,0.027,20.0
1771791062.990,0,1,,-159.391,98.257,191.303,14.508,163.104,305.730,1.0,14.600,40.3987276,-8.1828636,9,1,3.099,14.508,0.017,0.028,20.0
1771791063.000,0,1,,-159.509,98.342,191.448,14.511,163.100,305.150,1.0,14.610,40.3987283,-8.1828650,9,1,3.100,14.510,0.017,0.028,20.0
1771791063.040,0,1,,-160.011,98.661,192.043,14.519,163.064,305.150,1.0,14.650,40.3987312,-8.1828709,9,1,3.108,14.519,0.020,0.028,20.0
1771791063.090,0,1,,-160.639,99.059,192.787,14.528,163.019,305.150,1.0,14.700,40.3987348,-8.1828784,9,1,3.118,14.528,0.023,0.029,20.0
1771791063.140,0,1,,-161.267,99.458,193.531,14.538,162.974,305.150,1.0,14.750,40.3987384,-8.1828858,9,1,3.128,14.538,0.027,0.029,20.0
1771791063.190,0,1,,-161.895,99.856,194.274,14.547,162.929,305.150,1.0,14.800,40.3987420,-8.1828932,9,1,3.138,14.547,0.031,0.029,20.0
1771791063.240,0,1,,-162.523,100.254,195.018,14.557,162.884,305.150,1.0,14.850,40.3987455,-8.1829006,9,1,3.148,14.557,0.034,0.028,20.0
1771791063.290,0,1,,-163.151,100.653,195.762,14.567,162.839,305.150,1.0,14.900,40.3987491,-8.1829080,9,1,3.158,14.567,0.038,0.028,20.0
1771791063.340,0,1,,-163.779,101.051,196.506,14.576,162.794,305.150,1.0,14.950,40.3987527,-8.1829154,9,1,3.168,14.576,0.042,0.028,20.0
1771791063.390,0,1,,-164.407,101.450,197.250,14.586,162.749,305.150,1.0,15.000,40.3987563,-8.1829229,9,1,3.178,14.586,0.046,0.027,20.0
1771791063.440,0,1,,-165.035,101.848,197.993,14.595,162.704,305.150,1.0,15.050,40.3987599,-8.1829303,9,1,3.188,14.595,0.050,0.027,20.0
1771791063.490,0,1,,-165.664,102.247,198.737,14.605,162.659,305.150,1.0,15.100,40.3987635,-8.1829377,9,1,3.198,14.605,0.054,0.026,20.0
1771791063.540,0,1,,-166.292,102.645,199.481,14.615,162.614,305.150,1.0,15.150,40.3987670,-8.1829451,9,1,3.208,14.615,0.057,0.025,20.0
1771791063.590,0,1,,-166.920,103.044,200.225,14.624,162.569,305.150,1.0,15.200,40.3987706,-8.1829525,9,1,3.218,14.624,0.061,0.025,20.0
1771791063.640,0,1,,-167.548,103.442,200.969,14.634,162.524,305.150,1.0,15.250,40.3987742,-8.1829599,9,1,3.228,14.634,0.065,0.024,20.0
1771791063.690,0,1,,-168.176,103.840,201.712,14.643,162.479,305.150,1.0,15.300,40.3987778,-8.1829674,9,1,3.238,14.643,0.069,0.023,20.0
1771791063.740,0,1,,-168.804,104.239,202.456,14.653,162.434,305.150,1.0,15.350,40.3987814,-8.1829748,9,1,3.248,14.653,0.072,0.023,20.0
1771791063.790,0,1,,-169.432,104.637,203.200,14.663,162.389,305.150,1.0,15.400,40.3987850,-8.1829822,9,1,3.258,14.663,0.075,0.022,20.0
1771791063.840,0,1,,-170.060,105.036,203.944,14.672,162.344,305.150,1.0,15.450,40.3987885,-8.1829896,9,1,3.268,14.672,0.078,0.021,20.0
1771791063.890,0,1,,-170.688,105.434,204.688,14.682,162.299,305.150,1.0,15.500,40.3987921,-8.1829970,9,1,3.278,14.682,0.080,0.020,20.0
1771791063.940,0,1,,-171.316,105.833,205.431,14.691,162.254,305.150,1.0,15.550,40.3987957,-8.1830044,9,1,3.288,14.691,0.082,0.019,20.0
1771791063.990,0,1,,-171.944,106.231,206.175,14.701,162.209,305.150,1.0,15.600,40.3987993,-8.1830119,9,1,3.298,14.701,0.083,0.018,20.0
1771791064.000,0,1,,-172.070,106.311,206.324,14.703,162.200,301.570,1.0,15.610,40.3988000,-8.1830133,9,1,3.300,14.701,0.083,0.018,20.0
1771791064.040,0,1,,-172.572,106.593,206.900,14.700,162.204,301.570,1.0,15.650,40.3988025,-8.1830193,9,1,3.304,14.700,0.084,0.017,20.0
1771791064.090,0,1,,-173.200,106.945,207.620,14.696,162.209,301.570,1.0,15.700,40.3988057,-8.1830267,9,1,3.309,14.696,0.084,0.016,20.0
1771791064.140,0,1,,-173.828,107.297,208.340,14.692,162.214,301.570,1.0,15.750,40.3988089,-8.1830341,9,1,3.314,14.692,0.084,0.015,20.0
1771791064.190,0,1,,-174.456,107.649,209.060,14.688,162.219,301.570,1.0,15.800,40.3988120,-8.1830415,9,1,3.319,14.688,0.083,0.014,20.0
1771791064.240,0,1,,-175.084,108.001,209.780,14.684,162.224,301.570,1.0,15.850,40.3988152,-8.1830489,9,1,3.324,14.684,0.082,0.013,20.0
